term,annotation,p_value,adj_p_value,enrichment,size
reactome_pathway,Ubiquitin Mediated Degradation of Phosphorylated Cdc25A,0.0017613253586465684,1,1.613240467000999,39
reactome_pathway,Interleukin-1 signaling,0.001967137979017984,1,1.613240467000999,39
reactome_pathway,AUF1 (hnRNP D0) binds and destabilizes mRNA,0.001980198974947574,1,1.6041072276031016,40
reactome_pathway,Asymmetric localization of PCP proteins,0.0021250418716198516,1,1.613240467000999,41
reactome_pathway,Regulation of ornithine decarboxylase (ODC),0.002239811046658674,1,1.613240467000999,37
reactome_pathway,Cross-presentation of soluble exogenous antigens (endosomes),0.002354356453402724,1,1.613240467000999,37
reactome_pathway,Transcriptional Regulation by VENTX,0.002468131199019069,1,0.0011519462139666062,17
reactome_pathway,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",0.002502722292042204,1,1.7908987307829491,15
reactome_pathway,NRIF signals cell death from the nucleus,0.0026040736101333316,1,2.269452647503668,7
reactome_pathway,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,0.0026595293764552002,1,1.5550533453005173,44
reactome_pathway,SARS-CoV-1 modulates host translation machinery,0.002726116001203303,1,0.5344143043050181,28
reactome_pathway,SARS-CoV-2 modulates host translation machinery,0.00279133353306345,1,0.6037149072011118,38
reactome_pathway,TAK1-dependent IKK and NF-kappa-B activation,0.0029643207806029524,1,-1.0195989011838773,13
reactome_pathway,Activated NOTCH1 Transmits Signal to the Nucleus,0.003049302388281364,1,2.2020784589977502,10
reactome_pathway,ER-Phagosome pathway,0.0031992315532240294,1,1.6041072276031016,50
reactome_pathway,Signaling by NODAL,0.003242444040101631,1,2.8882533750140214,5
reactome_pathway,Signaling by Activin,0.003242444040101631,1,2.8882533750140214,5
reactome_pathway,Translation initiation complex formation,0.0034242972940690002,1,0.6415072568128248,47
reactome_pathway,Transcriptional regulation of white adipocyte differentiation,0.0035507976673748902,1,0.3203494197078603,24
reactome_pathway,RUNX1 regulates transcription of genes involved in differentiation of HSCs,0.003610830516216353,1,1.613240467000999,47
reactome_pathway,VEGFA-VEGFR2 Pathway,0.003737282389382662,1,1.5910680622748252,23
reactome_pathway,p38MAPK events,0.0037573073338774965,1,2.250566503071125,6
reactome_pathway,Downregulation of SMAD2/3:SMAD4 transcriptional activity,0.003830873695430636,1,1.6929294903867829,17
reactome_pathway,Inactivation of APC/C via direct inhibition of the APC/C complex,0.004020918883500992,1,-0.3576653245586036,11
reactome_pathway,Dectin-1 mediated noncanonical NF-kB signaling,0.004051118038367161,1,1.6041072276031016,44
reactome_pathway,Vif-mediated degradation of APOBEC3G,0.00412934640611478,1,1.594973988205204,41
reactome_pathway,Prefoldin mediated transfer of substrate  to CCT/TriC,0.004495423738800232,1,0.4174151456356332,21
reactome_pathway,Ub-specific processing proteases,0.004946986508066642,1,1.1858606439505672,91
reactome_pathway,L1CAM interactions,0.005038167948810333,1,3.664853880635548,4
reactome_pathway,Negative regulation of NOTCH4 signaling,0.00511945713312074,1,1.5646234644665442,43
reactome_pathway,RUNX3 regulates CDKN1A transcription,0.00523306526221589,1,4.521955165834905,3
reactome_pathway,"Formation of the ternary complex, and subsequently, the 43S complex",0.005515622276365145,1,0.6184669992303808,42
reactome_pathway,SMAD4 MH2 Domain Mutants in Cancer,0.005884551418734212,1,3.5470053703493654,3
reactome_pathway,SMAD2/3 MH2 Domain Mutants in Cancer,0.005884551418734212,1,3.5470053703493654,3
reactome_pathway,Germ layer formation at gastrulation,0.006135479144777927,1,3.217629372681693,4
reactome_pathway,G alpha (s) signalling events,0.006506927029494171,1,2.813826202880143,4
reactome_pathway,Scavenging by Class A Receptors,0.006581919562256087,1,2.0796194682424414,5
reactome_pathway,Carnitine metabolism,0.0068604259726014185,1,2.9396365955659856,5
reactome_pathway,Phosphorylation of the APC/C,0.00726263391873659,1,-0.3950404161889968,10
reactome_pathway,Ribosomal scanning and start codon recognition,0.007692354564342529,1,0.6561379192990481,47
reactome_pathway,MET activates STAT3,0.008626936046464815,1,-0.9202741417104873,3
reactome_pathway,PIP3 activates AKT signaling,0.00875573662846929,1,0.5042371959001916,14
reactome_pathway,RNA Polymerase I Promoter Escape,0.009095953223750447,1,0.33669052410451916,25
reactome_pathway,MAPK6/MAPK4 signaling,0.009497993096815892,1,1.3025179868068801,52
reactome_pathway,Regulation of PTEN gene transcription,0.009772115133098678,1,1.4381040519550714,31
reactome_pathway,"Activation, myristolyation of BID and translocation to mitochondria",0.010473949563577929,1,2.6719995545828445,3
reactome_pathway,Cell-extracellular matrix interactions,0.010736821276579522,1,2.2136023736562094,6
reactome_pathway,The role of GTSE1 in G2/M progression after G2 checkpoint,0.010850609170941675,1,1.428438249317685,49
reactome_pathway,MET interacts with TNS proteins,0.010978543179339953,1,-1.4412434912136294,4
reactome_pathway,Generic Transcription Pathway,0.011734626095308983,1,0.14535799705790903,15
reactome_pathway,Formation of tubulin folding intermediates by CCT/TriC,0.011769210002116883,1,0.36919332121972614,15
reactome_pathway,ER Quality Control Compartment (ERQC),0.012719426026572101,1,4.461748176231252,9
reactome_pathway,MAP2K and MAPK activation,0.012954401730177638,1,1.4559742348470943,22
reactome_pathway,Erythropoietin activates RAS,0.013808200424046093,1,2.306742295696525,4
reactome_pathway,Signaling by moderate kinase activity BRAF mutants,0.014240169882479163,1,1.4738444177391172,23
reactome_pathway,Paradoxical activation of RAF signaling by kinase inactive BRAF,0.014240169882479163,1,1.4738444177391172,23
reactome_pathway,Signaling downstream of RAS mutants,0.014240169882479163,1,1.4738444177391172,23
reactome_pathway,Constitutive Signaling by Aberrant PI3K in Cancer,0.014448495114926541,1,0.5042371959001916,12
reactome_pathway,Activation of SMO,0.015187244228647702,1,3.386356623440806,3
reactome_pathway,Aberrant regulation of mitotic exit in cancer due to RB1 defects,0.01597186318224602,1,-0.25147225889405933,10
reactome_pathway,Ca2+ pathway,0.01611323455432835,1,0.49758126503056377,19
reactome_pathway,Ubiquinol biosynthesis,0.016316527235268576,1,-0.10726373160203449,4
reactome_pathway,mRNA Splicing - Major Pathway,0.016449704042828164,1,0.8451474879327553,156
reactome_pathway,Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase,0.016963922958458322,1,-0.3576653245586036,9
reactome_pathway,Regulation of APC/C activators between G1/S and early anaphase,0.016963922958458322,1,-0.3576653245586036,9
reactome_pathway,XBP1(S) activates chaperone genes,0.017046614146769012,1,1.4177336061490373,21
reactome_pathway,APC-Cdc20 mediated degradation of Nek2A,0.017747691659807892,1,-0.25147225889405933,12
reactome_pathway,SRP-dependent cotranslational protein targeting to membrane,0.017821612776810006,1,0.7042010305171903,83
reactome_pathway,Polymerase switching on the C-strand of the telomere,0.017905839656256497,1,0.3890534550815025,12
reactome_pathway,RNA Polymerase I Transcription Termination,0.019139652511305,1,0.3195032779027473,19
reactome_pathway,Activation of the AP-1 family of transcription factors,0.01914919467672849,1,1.9353042580287192,5
reactome_pathway,Orc1 removal from chromatin,0.02014229314623191,1,1.4355374712793987,50
reactome_pathway,Kinesins,0.02028208298107029,1,0.4347917114176088,22
reactome_pathway,Activation of NF-kappaB in B cells,0.020750988519190938,1,1.518805340723158,46
reactome_pathway,SUMOylation of chromatin organization proteins,0.021267103442114695,1,1.4532263900628901,40
reactome_pathway,Pyroptosis,0.021349364464667397,1,2.213442827095708,12
reactome_pathway,TRAF6 mediated NF-kB activation,0.024048512740630083,1,-0.03338007572869574,13
reactome_pathway,PI3K events in ERBB2 signaling,0.02427200464057531,1,-2.3620120376791696,3
reactome_pathway,ERBB2 Activates PTK6 Signaling,0.02427200464057531,1,-2.3620120376791696,3
reactome_pathway,Signaling by RAF1 mutants,0.024726644454487606,1,1.4738444177391172,19
reactome_pathway,IkBA variant leads to EDA-ID,0.02481221012325384,1,-1.0195989011838773,5
reactome_pathway,Common Pathway of Fibrin Clot Formation,0.02488683299289768,1,-0.9191916454460288,3
reactome_pathway,G1/S-Specific Transcription,0.02500399797573917,1,-0.4543829777922061,9
reactome_pathway,Condensation of Prometaphase Chromosomes,0.025264727417099578,1,-0.4543829777922061,9
reactome_pathway,"Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)",0.025312579914220267,1,2.0519110242533825,3
reactome_pathway,"Synthesis, secretion, and deacylation of Ghrelin",0.025312579914220267,1,2.0519110242533825,3
reactome_pathway,RHOV GTPase cycle,0.025537762105672046,1,1.620587131001353,18
reactome_pathway,DCC mediated attractive signaling,0.025651027658329054,1,1.912193656199872,6
reactome_pathway,Recognition and association of DNA glycosylase with site containing an affected pyrimidine,0.026032517566118053,1,0.40926232005683844,6
reactome_pathway,Cleavage of the damaged pyrimidine,0.026032517566118053,1,0.40926232005683844,6
reactome_pathway,Cohesin Loading onto Chromatin,0.0261191119344258,1,0.2778476382111031,8
reactome_pathway,Antigen processing: Ubiquitination & Proteasome degradation,0.026198485833846326,1,1.2519579705949493,127
reactome_pathway,RIP-mediated NFkB activation via ZBP1,0.02671584566173721,1,-0.4588579706953893,7
reactome_pathway,Tight junction interactions,0.027239555778723668,1,2.430157883048803,7
reactome_pathway,RHO GTPases Activate NADPH Oxidases,0.027530472458239367,1,1.6453039159148568,9
reactome_pathway,Asparagine N-linked glycosylation,0.027694434635956788,1,1.6567879501853422,5
reactome_pathway,Signaling by high-kinase activity BRAF mutants,0.028132720405209134,1,1.4537188122579232,20
reactome_pathway,DSCAM interactions,0.029163410485965127,1,2.16564950056657,5
reactome_pathway,Pre-NOTCH Processing in the Endoplasmic Reticulum,0.0296081617947905,1,2.3235443292261606,4
reactome_pathway,Cargo concentration in the ER,0.029626684005451757,1,1.6439777441267607,19
reactome_pathway,SUMOylation of RNA binding proteins,0.030151517682922523,1,1.386963522182319,37
reactome_pathway,Pre-NOTCH Processing in Golgi,0.030521161938454285,1,1.6905032810407292,6
reactome_pathway,APC/C:Cdc20 mediated degradation of Cyclin B,0.030820905503074245,1,-0.3576653245586036,11
reactome_pathway,Sphingolipid de novo biosynthesis,0.03188488373401875,1,1.4029948451741965,15
reactome_pathway,Non-integrin membrane-ECM interactions,0.03204127190093707,1,4.770046632651227,4
reactome_pathway,MET activates PTPN11,0.03233979686115034,1,-0.9202741417104873,3
reactome_pathway,Resolution of Sister Chromatid Cohesion,0.032446943285967686,1,0.7295928948917105,57
reactome_pathway,TRAIL  signaling,0.03271550453362037,1,4.445921262119091,3
reactome_pathway,Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells,0.03274698154637092,1,-0.5101053116288364,3
reactome_pathway,RUNX3 regulates NOTCH signaling,0.03274698154637092,1,-0.5101053116288364,3
reactome_pathway,NOTCH2 Activation and Transmission of Signal to the Nucleus,0.03406147398225669,1,2.3054687477639404,6
reactome_pathway,PCNA-Dependent Long Patch Base Excision Repair,0.034594183168343645,1,0.6710219909501264,17
reactome_pathway,ATF6 (ATF6-alpha) activates chaperone genes,0.036151364695218735,1,2.2352130762913296,5
reactome_pathway,"GABA synthesis, release, reuptake and degradation",0.03748593424954146,1,-0.1569192100438937,4
reactome_pathway,RHOU GTPase cycle,0.03797554038515846,1,1.5948192206050447,22
reactome_pathway,Pentose phosphate pathway,0.038242486868490286,1,0.3658412697670314,9
reactome_pathway,Assembly of collagen fibrils and other multimeric structures,0.0383722840466549,1,0.004914569749942706,8
reactome_pathway,InlA-mediated entry of Listeria monocytogenes into host cells,0.039290995954794634,1,2.427675638126773,3
reactome_pathway,Integrin cell surface interactions,0.04146689431776759,1,0.5846364902658714,13
reactome_pathway,APC/C:Cdc20 mediated degradation of Securin,0.0415357969930541,1,1.4052776418604047,46
reactome_pathway,CDK-mediated phosphorylation and removal of Cdc6,0.0415357969930541,1,1.4052776418604047,46
reactome_pathway,Autodegradation of Cdh1 by Cdh1:APC/C,0.0415357969930541,1,1.4052776418604047,46
reactome_pathway,Nuclear Receptor transcription pathway,0.04323617469776222,1,-0.9429380416958187,5
reactome_pathway,EGFR interacts with phospholipase C-gamma,0.04388019208761166,1,-0.2650360436355731,3
reactome_pathway,Phenylalanine metabolism,0.044082531470547644,1,-0.14674950984764046,3
reactome_pathway,RNA Polymerase II Transcription Termination,0.04488954409629151,1,0.8220896751147164,50
reactome_pathway,PLCG1 events in ERBB2 signaling,0.04674279053521123,1,-0.2650360436355731,3
reactome_pathway,mRNA 3'-end processing,0.04679221078928701,1,0.8099505139458908,45
reactome_pathway,Synthesis of active ubiquitin: roles of E1 and E2 enzymes,0.04731036682493567,1,1.575718927767649,23
reactome_pathway,RHOF GTPase cycle,0.049419931840508406,1,1.4511387739383652,23
reactome_pathway,Sensory processing of sound by outer hair cells of the cochlea,0.050068741104500956,1,1.536322203152239,12
reactome_pathway,Clathrin-mediated endocytosis,0.05083936557112242,1,1.3521542033401313,28
reactome_pathway,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,0.05121103648275727,1,1.3821170344031244,47
reactome_pathway,Ion transport by P-type ATPases,0.05356579302082031,1,0.2412736725780184,9
reactome_pathway,STAT5 activation downstream of FLT3 ITD mutants,0.054508267756691015,1,2.7737831373016117,4
reactome_pathway,Metabolism of folate and pterines,0.05555790205282217,1,0.5179182279176185,6
reactome_pathway,mRNA Splicing - Minor Pathway,0.05594356919570483,1,0.7411380460773319,38
reactome_pathway,2-LTR circle formation,0.055977070610292286,1,0.30771221746617833,6
reactome_pathway,Formation of Senescence-Associated Heterochromatin Foci (SAHF),0.05647083013884827,1,0.5304700667263541,9
reactome_pathway,RAS processing,0.05822279496703359,1,2.0677808873199823,10
reactome_pathway,Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding,0.058768608192697816,1,0.4789291424617791,18
reactome_pathway,Folding of actin by CCT/TriC,0.05890615079583435,1,0.4174151456356332,9
reactome_pathway,Activation of AMPK downstream of NMDARs,0.05924009994473739,1,0.39520482724779976,10
reactome_pathway,SUMOylation of DNA methylation proteins,0.059325400064574485,1,1.6088497195135647,9
reactome_pathway,"Gamma carboxylation, hypusine formation and arylsulfatase activation",0.059863544445123665,1,2.6510317713831113,3
reactome_pathway,COPI-mediated anterograde transport,0.060447193325291686,1,1.2332850213444384,64
reactome_pathway,Downregulation of TGF-beta receptor signaling,0.06148934629892268,1,1.5690953553332363,14
reactome_pathway,RHO GTPases Activate Rhotekin and Rhophilins,0.0618982093141126,1,1.6557725493789004,6
reactome_pathway,p75NTR recruits signalling complexes,0.06232700596608279,1,1.8645212700144445,5
reactome_pathway,Regulation of actin dynamics for phagocytic cup formation,0.06273765409928518,1,1.3810895195701745,32
reactome_pathway,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,0.06360872297297782,1,0.5466108339510353,10
reactome_pathway,RHOA GTPase cycle,0.06395918218223055,1,1.2630894974241496,59
reactome_pathway,ERK/MAPK targets,0.06480234557641434,1,1.690731935149474,4
reactome_pathway,Heme degradation,0.06836855462351916,1,1.6738133554992067,4
reactome_pathway,VLDLR internalisation and degradation,0.0683895672147006,1,1.5723908873119739,5
reactome_pathway,Amino acids regulate mTORC1,0.06884061422037992,1,1.2345121829127053,20
reactome_pathway,Activation of ATR in response to replication stress,0.06905638842735959,1,0.6710219909501264,19
reactome_pathway,ADP signalling through P2Y purinoceptor 12,0.06985643031904411,1,0.4419100450637371,8
reactome_pathway,Collagen degradation,0.07029499069216547,1,-0.020359793978415027,8
reactome_pathway,TNFR1-induced NFkappaB signaling pathway,0.07049781675596824,1,0.33762767776858565,13
reactome_pathway,Interleukin-6 signaling,0.07070521289708494,1,-0.11536557575498163,3
reactome_pathway,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,0.0708344920406184,1,-0.027196657780138366,4
reactome_pathway,Signal attenuation,0.07100619255796406,1,2.2294255152930087,3
reactome_pathway,RUNX3 regulates p14-ARF,0.07118728402291684,1,1.9533477786740039,3
reactome_pathway,RHO GTPases activate CIT,0.0715426743619262,1,1.7120254445085858,11
reactome_pathway,Degradation of the extracellular matrix,0.07523322072075242,1,2.134704270491833,11
reactome_pathway,Regulation of the apoptosome activity,0.0756581657890101,1,1.7500813090553329,8
reactome_pathway,Regulation of cholesterol biosynthesis by SREBP (SREBF),0.07620432356442937,1,1.463307590820892,7
reactome_pathway,RAC3 GTPase cycle,0.07632286225488417,1,1.145113219303055,50
reactome_pathway,TRAF6-mediated induction of TAK1 complex within TLR4 complex,0.0768726794905759,1,-1.7262667782017422,4
reactome_pathway,IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation,0.0768726794905759,1,-1.7262667782017422,4
reactome_pathway,"TICAM1,TRAF6-dependent induction of TAK1 complex",0.0768726794905759,1,-1.7262667782017422,4
reactome_pathway,IRAK2 mediated activation of TAK1 complex,0.0768726794905759,1,-1.7262667782017422,4
reactome_pathway,Alpha-protein kinase 1 signaling pathway,0.0768726794905759,1,-1.7262667782017422,4
reactome_pathway,Packaging Of Telomere Ends,0.07740236052812137,1,0.4745935680616821,5
reactome_pathway,Growth hormone receptor signaling,0.07746799039170557,1,2.210491669457848,7
reactome_pathway,CDC6 association with the ORC:origin complex,0.07765334124056669,1,1.9925714569280821,5
reactome_pathway,LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production,0.07861594471727244,1,0.2798491151411513,3
reactome_pathway,Nef Mediated CD8 Down-regulation,0.07912832152034967,1,1.6847819480908743,4
reactome_pathway,RNA Polymerase I Transcription Initiation,0.07922899724348403,1,0.37521318972454015,28
reactome_pathway,"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation",0.07927535515836781,1,-0.17807529056728943,5
reactome_pathway,Deadenylation of mRNA,0.07971589355173882,1,0.3089405738581891,15
reactome_pathway,CLEC7A (Dectin-1) signaling,0.08222449863464408,1,0.5118198090273625,11
reactome_pathway,RAC1 GTPase cycle,0.08379933856665636,1,1.1684064037099382,69
reactome_pathway,Calcineurin activates NFAT,0.08422034840022836,1,-0.15147859825345886,4
reactome_pathway,NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,0.08565043977411274,1,0.6076092080451744,8
reactome_pathway,POLB-Dependent Long Patch Base Excision Repair,0.0866129949245968,1,0.665387081486435,7
reactome_pathway,NoRC negatively regulates rRNA expression,0.08747085424813258,1,0.4745935680616821,35
reactome_pathway,ADORA2B mediated anti-inflammatory cytokines production,0.0882261965132136,1,0.5919319570370232,14
reactome_pathway,FCERI mediated NF-kB activation,0.09015779889701353,1,1.428438249317685,53
reactome_pathway,Synthesis of pyrophosphates in the cytosol,0.09092984468301885,1,0.17929140840163002,3
reactome_pathway,Signaling by FLT3 fusion proteins,0.09123847636121103,1,2.044479710166918,6
reactome_pathway,Dopamine Neurotransmitter Release Cycle,0.09167556957383437,1,0.3997924996546283,4
reactome_pathway,Interferon alpha/beta signaling,0.09218507917166578,1,1.5933280854324878,16
reactome_pathway,Interleukin-7 signaling,0.09227894270937918,1,-0.2959529798263505,5
reactome_pathway,Signaling by CSF3 (G-CSF),0.09381618757953418,1,2.1781703503046033,4
reactome_pathway,B-WICH complex positively regulates rRNA expression,0.09402081064771325,1,0.5024735534636545,24
reactome_pathway,Apoptosis induced DNA fragmentation,0.09423700429555569,1,-0.5367391476699654,9
reactome_pathway,Caspase-mediated cleavage of cytoskeletal proteins,0.09480045411135175,1,1.5365259798171136,8
reactome_pathway,NRAGE signals death through JNK,0.09499496547607326,1,1.4888421746616627,13
reactome_pathway,Dissolution of Fibrin Clot,0.09502743040247508,1,0.3406337558545713,5
reactome_pathway,Mitochondrial Fatty Acid Beta-Oxidation,0.09589307605515443,1,1.774179638520293,10
reactome_pathway,Assembly and cell surface presentation of NMDA receptors,0.09671690051909634,1,0.3372971939058276,9
reactome_pathway,HIV Transcription Initiation,0.09769549555865582,1,0.7376439610080479,30
reactome_pathway,RNA Polymerase II HIV Promoter Escape,0.09769549555865582,1,0.7376439610080479,30
reactome_pathway,RNA Polymerase II Promoter Escape,0.09769549555865582,1,0.7376439610080479,30
reactome_pathway,RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,0.09769549555865582,1,0.7376439610080479,30
reactome_pathway,RNA Polymerase II Transcription Initiation,0.09769549555865582,1,0.7376439610080479,30
reactome_pathway,Hedgehog 'off' state,0.09795878694818502,1,0.20341355318412643,12
reactome_pathway,G-protein activation,0.09840797251358352,1,0.4144758421706278,6
reactome_pathway,Negative regulators of DDX58/IFIH1 signaling,0.09942450039506752,1,1.4384209144504503,17
reactome_pathway,Regulation of expression of SLITs and ROBOs,0.09959674447716935,1,0.8177870405260048,120
reactome_pathway,RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known,0.1010069693549724,1,1.588276836645688,21
reactome_pathway,Mitochondrial transcription initiation,0.10270188545125543,1,0.33127074114072275,3
reactome_pathway,Meiotic synapsis,0.10315472734360796,1,0.5303535388656271,13
reactome_pathway,Downregulation of ERBB4 signaling,0.1046978173520727,1,1.8370371837113817,4
reactome_pathway,Laminin interactions,0.10497062080946633,1,2.317026755063076,8
reactome_pathway,NOTCH1 Intracellular Domain Regulates Transcription,0.10536907606336297,1,0.3340432827122339,13
reactome_pathway,RHO GTPases Activate ROCKs,0.10693337138491152,1,1.3448916957634727,13
reactome_pathway,Pyrimidine catabolism,0.10800790487948861,1,-0.007940624486314824,3
reactome_pathway,SUMOylation of DNA damage response and repair proteins,0.10808937823964988,1,1.1198559619593884,52
reactome_pathway,RHO GTPases Activate WASPs and WAVEs,0.10871188036094198,1,1.3810895195701745,22
reactome_pathway,"Adrenaline,noradrenaline inhibits insulin secretion",0.10906457166411135,1,0.5043504916010128,7
reactome_pathway,Formation of the Early Elongation Complex,0.10919131444038593,1,0.6975656211514676,23
reactome_pathway,Formation of the HIV-1 Early Elongation Complex,0.10919131444038593,1,0.6975656211514676,23
reactome_pathway,ALK mutants bind TKIs,0.11045389251370319,1,-0.323325368192228,6
reactome_pathway,Regulation of IFNG signaling,0.11332737522109024,1,2.1744779474566154,4
reactome_pathway,Acyl chain remodelling of PS,0.11609248460094729,1,1.9666516018095137,4
reactome_pathway,ERBB2 Regulates Cell Motility,0.11621623619466018,1,0.26922479359168594,5
reactome_pathway,Heme biosynthesis,0.11718567445049356,1,0.535322321296992,6
reactome_pathway,Inhibition of DNA recombination at telomere,0.11832747146233161,1,0.508565833820766,17
reactome_pathway,Interconversion of nucleotide di- and triphosphates,0.1188557800075936,1,0.68757184677544,20
reactome_pathway,Class B/2 (Secretin family receptors),0.11898937024666702,1,0.05284212467454183,4
reactome_pathway,GPER1 signaling,0.11985001307760737,1,0.703880286523412,16
reactome_pathway,Respiratory electron transport,0.11990954873504586,1,1.2668877262599596,36
reactome_pathway,RHO GTPases activate PAKs,0.12096152843066046,1,1.3448916957634727,13
reactome_pathway,Recycling pathway of L1,0.12343364485535513,1,1.43923128479322,22
reactome_pathway,EPH-ephrin mediated repulsion of cells,0.1238000041291959,1,1.567151141222733,16
reactome_pathway,Suppression of apoptosis,0.12493034246651291,1,1.7943404041451825,5
reactome_pathway,Regulation of Complement cascade,0.12726913257159647,1,0.21901406622485245,4
reactome_pathway,NOSTRIN mediated eNOS trafficking,0.12753103476466127,1,1.6622434418075074,3
reactome_pathway,Telomere C-strand synthesis initiation,0.12937194429839396,1,0.34205240907617007,3
reactome_pathway,"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)",0.13000389950726338,1,1.9315004536748706,5
reactome_pathway,G2/M DNA damage checkpoint,0.13127454155331525,1,0.6710219909501264,19
reactome_pathway,RAC2 GTPase cycle,0.13128290492658964,1,1.1677745236431614,53
reactome_pathway,Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),0.1313624016376037,1,0.609875887095005,8
reactome_pathway,NCAM signaling for neurite out-growth,0.13237302207642704,1,1.6719081723495175,9
reactome_pathway,Attachment and Entry,0.13281703837442163,1,-0.9485720835409822,3
reactome_pathway,NOTCH3 Intracellular Domain Regulates Transcription,0.13415811625871188,1,-0.10922132576243766,4
reactome_pathway,ERKs are inactivated,0.13509379865156187,1,2.2294255152930087,7
reactome_pathway,Senescence-Associated Secretory Phenotype (SASP),0.13533862672597424,1,0.5024735534636545,26
reactome_pathway,"PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases",0.13555239776396596,1,1.960395610396949,4
reactome_pathway,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes",0.13567009208111158,1,1.5964947570631938,9
reactome_pathway,Peptide ligand-binding receptors,0.13572499991823106,1,2.2334088850053715,3
reactome_pathway,Retrograde neurotrophin signalling,0.13664777959688215,1,1.561911395133492,5
reactome_pathway,Polymerase switching,0.1370112314137101,1,0.5065372000131482,8
reactome_pathway,FCGR3A-mediated phagocytosis,0.13760724974593444,1,1.3810895195701745,28
reactome_pathway,RHOQ GTPase cycle,0.138675074877025,1,1.2242801710116178,33
reactome_pathway,Signaling by FGFR1 in disease,0.14024872052316653,1,0.48495748849812614,7
reactome_pathway,Cholesterol biosynthesis,0.14089376156415082,1,1.422789853776314,16
reactome_pathway,Energy dependent regulation of mTOR by LKB1-AMPK,0.14164929377695828,1,1.2848713513192813,15
reactome_pathway,Other interleukin signaling,0.1420030398440874,1,1.4006524126476732,5
reactome_pathway,Formation of annular gap junctions,0.14240906053791708,1,1.4323029573162107,5
reactome_pathway,O-linked glycosylation of mucins,0.1424903715306273,1,0.7677288304008346,5
reactome_pathway,tRNA processing in the mitochondrion,0.1432237751538962,1,0.7775854884582003,5
reactome_pathway,Signaling by ROBO receptors,0.14323918683626166,1,1.578361580978915,4
reactome_pathway,Cdc20:Phospho-APC/C mediated degradation of Cyclin A,0.1486200276893549,1,1.2229189392106359,49
reactome_pathway,WNT ligand biogenesis and trafficking,0.14929342244669613,1,1.5164684299132352,7
reactome_pathway,Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane,0.15044951569357756,1,0.6094380361001149,6
reactome_pathway,HSF1-dependent transactivation,0.15089786735420735,1,-0.029931366853021436,3
reactome_pathway,Downstream TCR signaling,0.15254910954278575,1,1.3025179868068801,54
reactome_pathway,FGFR2 alternative splicing,0.15285487822028407,1,0.7937615504467371,22
reactome_pathway,Activation of G protein gated Potassium channels,0.1534533295628127,1,0.5043504916010128,5
reactome_pathway,G beta:gamma signalling through BTK,0.1534533295628127,1,0.5043504916010128,5
reactome_pathway,Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits,0.1534533295628127,1,0.5043504916010128,5
reactome_pathway,Glucagon signaling in metabolic regulation,0.1534533295628127,1,0.5043504916010128,5
reactome_pathway,RHOJ GTPase cycle,0.1537238247030724,1,1.2193759330438056,30
reactome_pathway,Calnexin/calreticulin cycle,0.15451819523164897,1,1.7413563837801747,4
reactome_pathway,"Inactivation, recovery and regulation of the phototransduction cascade",0.15480857632965841,1,1.6496156304371148,4
reactome_pathway,Nonhomologous End-Joining (NHEJ),0.15592491538320838,1,0.700327703787465,17
reactome_pathway,Regulation of insulin secretion,0.15607168553113765,1,1.8542302989810227,4
reactome_pathway,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,0.15607751155796654,1,0.48408050591924984,19
reactome_pathway,RHOG GTPase cycle,0.15676553228740622,1,1.1224519149629486,47
reactome_pathway,Iron uptake and transport,0.15955695653778013,1,1.442636693241112,11
reactome_pathway,Retrograde transport at the Trans-Golgi-Network,0.16018678591081825,1,1.2750017859832794,32
reactome_pathway,RMTs methylate histone arginines,0.16120678676882674,1,0.6055836540445393,23
reactome_pathway,Vasopressin regulates renal water homeostasis via Aquaporins,0.16335834077248756,1,0.6795134224730336,11
reactome_pathway,Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,0.16366293771644955,1,1.5905651745514875,11
reactome_pathway,Myogenesis,0.16504569955581158,1,1.4860892041321623,6
